row_order,industry_name,naics_code,industry_name_norm,series_id,supersector_code,industry_code,data_type_code,seasonal,series_title,footnote_codes,begin_year,begin_period,end_year,end_period,display_level,matched,industry_code_8,parent_series_id,parent_rule,denominator_opt1,denominator_opt1_name,denominator_opt2,denominator_opt2_name,denominator_opt3,denominator_opt3_name,denominator_opt4,denominator_opt4_name,denominator_opt5,denominator_opt5_name
651,Waste treatment and disposal,5622,waste treatment and disposal,CES6056220001,60,60562200,1,S,"All employees, thousands, waste treatment and disposal, seasonally adjusted",I,1990,M01,2025,M12,5,True,60562200,CES6056200001,parent_3digit,CES6056200001,Waste management and remediation services,CES6056000001,Administrative and support and waste management and remediation services,CES6000000001,Professional and business services,CES0700000001,Service-providing,CES0500000001,Total private
652,Hazardous waste treatment and disposal,562211,hazardous waste treatment and disposal,CES6056221101,60,60562211,1,S,"All employees, thousands, hazardous waste treatment and disposal, seasonally adjusted",I,1990,M01,2025,M12,7,True,60562211,CES6056200001,parent_3digit,CES6056200001,Waste management and remediation services,CES6056000001,Administrative and support and waste management and remediation services,CES6000000001,Professional and business services,CES0700000001,Service-providing,CES0500000001,Total private
653,"Solid waste landfill, combustors, and incinerators and other nonhazardous waste treatment and disposal","562212,3,9",solid waste landfill combustors and incinerators and other nonhazardous waste treatment and disposal,CES6056221901,60,60562219,1,S,"All employees, thousands, solid waste landfill, combustors, and incinerators and other nonhazardous waste treatment and disposal, seasonally adjusted",I,1990,M01,2025,M12,7,True,60562219,CES6056200001,parent_3digit,CES6056200001,Waste management and remediation services,CES6056000001,Administrative and support and waste management and remediation services,CES6000000001,Professional and business services,CES0700000001,Service-providing,CES0500000001,Total private
654,Remediation and other waste management services,5629,remediation and other waste management services,CES6056290001,60,60562900,1,S,"All employees, thousands, remediation and other waste management services, seasonally adjusted",I,1990,M01,2025,M12,5,True,60562900,CES6056200001,parent_3digit,CES6056200001,Waste management and remediation services,CES6056000001,Administrative and support and waste management and remediation services,CES6000000001,Professional and business services,CES0700000001,Service-providing,CES0500000001,Total private
655,Remediation services,56291,remediation services,CES6056291001,60,60562910,1,S,"All employees, thousands, remediation services, seasonally adjusted",I,1990,M01,2025,M12,6,True,60562910,CES6056200001,parent_3digit,CES6056200001,Waste management and remediation services,CES6056000001,Administrative and support and waste management and remediation services,CES6000000001,Professional and business services,CES0700000001,Service-providing,CES0500000001,Total private
656,Materials recovery facilities and other waste management services,"56292,9",materials recovery facilities and other waste management services,CES6056299001,60,60562990,1,S,"All employees, thousands, materials recovery facilities and other waste management services, seasonally adjusted",I,1990,M01,2025,M12,6,True,60562990,CES6056200001,parent_3digit,CES6056200001,Waste management and remediation services,CES6056000001,Administrative and support and waste management and remediation services,CES6000000001,Professional and business services,CES0700000001,Service-providing,CES0500000001,Total private
657,Private education and health services,,private education and health services,CES6500000001,65,65000000,1,S,"All employees, thousands, private education and health services, seasonally adjusted",,1939,M01,2026,M01,2,True,65000000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES0700000001,Service-providing,CES0700000001,Service-providing,CES0700000001,Service-providing,CES0500000001,Total private
658,Private educational services,61,private educational services,CES6561000001,65,65610000,1,S,"All employees, thousands, private educational services, seasonally adjusted",,1990,M01,2026,M01,3,True,65610000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES0700000001,Service-providing,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
659,Private elementary and secondary schools,6111,private elementary and secondary schools,CES6561110001,65,65611100,1,S,"All employees, thousands, private elementary and secondary schools, seasonally adjusted",I,1972,M01,2025,M12,5,True,65611100,CES6561000001,parent_2digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
660,"Private junior colleges, colleges, universities, and professional schools","6112,3",private junior colleges colleges universities and professional schools,CES6561130001,65,65611300,1,S,"All employees, thousands, private junior colleges, colleges, universities, and professional schools, seasonally adjusted",I,1958,M01,2025,M12,5,True,65611300,CES6561000001,parent_2digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
661,Private business schools and computer and management training,6114,private business schools and computer and management training,CES6561140001,65,65611400,1,S,"All employees, thousands, private business schools and computer and management training, seasonally adjusted",I,1990,M01,2025,M12,5,True,65611400,CES6561000001,parent_2digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
662,Private business and secretarial schools and private computer training,"61141,2",private business and secretarial schools and private computer training,CES6561142001,65,65611420,1,S,"All employees, thousands, private business and secretarial schools and private computer training, seasonally adjusted",I,1990,M01,2025,M12,6,True,65611420,CES6561140001,parent_4digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
663,Private professional and management development training,61143,private professional and management development training,CES6561143001,65,65611430,1,S,"All employees, thousands, private professional and management development training, seasonally adjusted",I,1990,M01,2025,M12,6,True,65611430,CES6561140001,parent_4digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
664,Private technical and trade schools,6115,private technical and trade schools,CES6561150001,65,65611500,1,S,"All employees, thousands, private technical and trade schools, seasonally adjusted",I,1990,M01,2025,M12,5,True,65611500,CES6561000001,parent_2digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
665,Private flight training,611512,private flight training,CES6561151201,65,65611512,1,S,"All employees, thousands, private flight training, seasonally adjusted",I,1990,M01,2025,M12,7,True,65611512,CES6561150001,parent_4digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
666,Private cosmetology and barber schools and apprenticeship training,"611511,3",private cosmetology and barber schools and apprenticeship training,CES6561151301,65,65611513,1,S,"All employees, thousands, private cosmetology and barber schools and apprenticeship training, seasonally adjusted",I,1990,M01,2025,M12,7,True,65611513,CES6561150001,parent_4digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
667,Other private technical and trade schools,611519,other private technical and trade schools,CES6561151901,65,65611519,1,S,"All employees, thousands, other private technical and trade schools, seasonally adjusted",I,1990,M01,2025,M12,7,True,65611519,CES6561150001,parent_4digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
668,Other private schools and instruction,6116,other private schools and instruction,CES6561160001,65,65611600,1,S,"All employees, thousands, other private schools and instruction, seasonally adjusted",I,1990,M01,2025,M12,5,True,65611600,CES6561000001,parent_2digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
669,Private fine arts schools,61161,private fine arts schools,CES6561161001,65,65611610,1,S,"All employees, thousands, private fine arts schools, seasonally adjusted",I,1990,M01,2025,M12,6,True,65611610,CES6561160001,parent_4digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
670,Private sports and recreation instruction,61162,private sports and recreation instruction,CES6561162001,65,65611620,1,S,"All employees, thousands, private sports and recreation instruction, seasonally adjusted",I,1990,M01,2025,M12,6,True,65611620,CES6561160001,parent_4digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
671,Private language schools and all other private schools and instruction,"61163,9",private language schools and all other private schools and instruction,CES6561169001,65,65611690,1,S,"All employees, thousands, private language schools and all other private schools and instruction, seasonally adjusted",I,1990,M01,2025,M12,6,True,65611690,CES6561160001,parent_4digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
672,Private exam preparation and tutoring,611691,private exam preparation and tutoring,CES6561169101,65,65611691,1,S,"All employees, thousands, private exam preparation and tutoring, seasonally adjusted",I,1990,M01,2025,M12,7,True,65611691,CES6561160001,parent_4digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
673,Private miscellaneous schools and instruction,611699,private miscellaneous schools and instruction,CES6561169901,65,65611699,1,S,"All employees, thousands, private miscellaneous schools and instruction, seasonally adjusted",I,1990,M01,2025,M12,7,True,65611699,CES6561160001,parent_4digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
674,Private educational support services,6117,private educational support services,CES6561170001,65,65611700,1,S,"All employees, thousands, private educational support services, seasonally adjusted",I,1990,M01,2025,M12,5,True,65611700,CES6561000001,parent_2digit,CES6561000001,Private educational services,CES6561000001,Private educational services,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
675,Health care and social assistance,62,health care and social assistance,CES6562000001,65,65620000,1,S,"All employees, thousands, health care and social assistance, seasonally adjusted",,1990,M01,2026,M01,3,True,65620000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES0700000001,Service-providing,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
676,Health care,"621,2,3",health care,CES6562000101,65,65620001,1,S,"All employees, thousands, health care, seasonally adjusted",,1990,M01,2026,M01,4,True,65620001,CES6562000001,parent_3digit,CES0700000001,Service-providing,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
677,Ambulatory health care services,621,ambulatory health care services,CES6562100001,65,65621000,1,S,"All employees, thousands, ambulatory health care services, seasonally adjusted",,1990,M01,2026,M01,4,True,65621000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
678,Offices of physicians,6211,offices of physicians,CES6562110001,65,65621100,1,S,"All employees, thousands, offices of physicians, seasonally adjusted",,1972,M01,2026,M01,5,True,65621100,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
679,Offices of physicians (except mental health specialists),621111,offices of physicians except mental health specialists,CES6562111101,65,65621111,1,S,"All employees, thousands, offices of physicians (except mental health specialists), seasonally adjusted",I,1990,M01,2025,M12,7,True,65621111,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
680,"Offices of physicians, mental health specialists",621112,offices of physicians mental health specialists,CES6562111201,65,65621112,1,S,"All employees, thousands, offices of physicians, mental health specialists, seasonally adjusted",I,1990,M01,2025,M12,7,True,65621112,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
681,Offices of dentists,6212,offices of dentists,CES6562120001,65,65621200,1,S,"All employees, thousands, offices of dentists, seasonally adjusted",,1982,M01,2026,M01,5,True,65621200,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
682,Offices of other health practitioners,6213,offices of other health practitioners,CES6562130001,65,65621300,1,S,"All employees, thousands, offices of other health practitioners, seasonally adjusted",,1985,M01,2026,M01,5,True,65621300,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
683,Offices of chiropractors,62131,offices of chiropractors,CES6562131001,65,65621310,1,S,"All employees, thousands, offices of chiropractors, seasonally adjusted",I,1990,M01,2025,M12,6,True,65621310,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
684,Offices of optometrists,62132,offices of optometrists,CES6562132001,65,65621320,1,S,"All employees, thousands, offices of optometrists, seasonally adjusted",I,1990,M01,2025,M12,6,True,65621320,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
685,Offices of mental health practitioners (except physicians),62133,offices of mental health practitioners except physicians,CES6562133001,65,65621330,1,S,"All employees, thousands, offices of mental health practitioners (except physicians), seasonally adjusted",I,1990,M01,2025,M12,6,True,65621330,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
686,"Offices of physical, occupational and speech therapists, and audiologists",62134,offices of physical occupational and speech therapists and audiologists,CES6562134001,65,65621340,1,S,"All employees, thousands, offices of physical, occupational and speech therapists, and audiologists, seasonally adjusted",I,1990,M01,2025,M12,6,True,65621340,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
687,Offices of all other health practitioners,62139,offices of all other health practitioners,CES6562139001,65,65621390,1,S,"All employees, thousands, offices of all other health practitioners, seasonally adjusted",I,1990,M01,2025,M12,6,True,65621390,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
688,Offices of podiatrists,621391,offices of podiatrists,CES6562139101,65,65621391,1,S,"All employees, thousands, offices of podiatrists, seasonally adjusted",I,1990,M01,2025,M12,7,True,65621391,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
689,Offices of all other miscellaneous health practitioners,621399,offices of all other miscellaneous health practitioners,CES6562139901,65,65621399,1,S,"All employees, thousands, offices of all other miscellaneous health practitioners, seasonally adjusted",I,1990,M01,2025,M12,7,True,65621399,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
690,Outpatient care centers,6214,outpatient care centers,CES6562140001,65,65621400,1,S,"All employees, thousands, outpatient care centers, seasonally adjusted",,1990,M01,2026,M01,5,True,65621400,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
691,Outpatient mental health and substance abuse centers,62142,outpatient mental health and substance abuse centers,CES6562142001,65,65621420,1,S,"All employees, thousands, outpatient mental health and substance abuse centers, seasonally adjusted",I,1990,M01,2025,M12,6,True,65621420,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
692,Other outpatient care centers,"62141,9",other outpatient care centers,CES6562149001,65,65621490,1,S,"All employees, thousands, other outpatient care centers, seasonally adjusted",I,1990,M01,2025,M12,6,True,65621490,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
693,HMO medical centers,621491,hmo medical centers,CES6562149101,65,65621491,1,S,"All employees, thousands, hmo medical centers, seasonally adjusted",I,1990,M01,2025,M12,7,True,65621491,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
694,Kidney dialysis centers,621492,kidney dialysis centers,CES6562149201,65,65621492,1,S,"All employees, thousands, kidney dialysis centers, seasonally adjusted",I,1990,M01,2025,M12,7,True,65621492,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
695,Freestanding ambulatory surgical and emergency centers,621493,freestanding ambulatory surgical and emergency centers,CES6562149301,65,65621493,1,S,"All employees, thousands, freestanding ambulatory surgical and emergency centers, seasonally adjusted",I,1990,M01,2025,M12,7,True,65621493,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
696,Family planning and all other outpatient care centers,"621410,98",family planning and all other outpatient care centers,CES6562149801,65,65621498,1,S,"All employees, thousands, family planning and all other outpatient care centers, seasonally adjusted",I,1990,M01,2025,M12,7,True,65621498,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
697,Medical and diagnostic laboratories,6215,medical and diagnostic laboratories,CES6562150001,65,65621500,1,S,"All employees, thousands, medical and diagnostic laboratories, seasonally adjusted",,1990,M01,2026,M01,5,True,65621500,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
698,Medical laboratories,621511,medical laboratories,CES6562151101,65,65621511,1,S,"All employees, thousands, medical laboratories, seasonally adjusted",I,1990,M01,2025,M12,7,True,65621511,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
699,Diagnostic imaging centers,621512,diagnostic imaging centers,CES6562151201,65,65621512,1,S,"All employees, thousands, diagnostic imaging centers, seasonally adjusted",I,1990,M01,2025,M12,7,True,65621512,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
700,Home health care services,6216,home health care services,CES6562160001,65,65621600,1,S,"All employees, thousands, home health care services, seasonally adjusted",,1985,M01,2026,M01,5,True,65621600,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
701,Other ambulatory health care services,6219,other ambulatory health care services,CES6562190001,65,65621900,1,S,"All employees, thousands, other ambulatory health care services, seasonally adjusted",,1990,M01,2026,M01,5,True,65621900,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
702,Ambulance services,62191,ambulance services,CES6562191001,65,65621910,1,S,"All employees, thousands, ambulance services, seasonally adjusted",I,1990,M01,2025,M12,6,True,65621910,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
703,All other ambulatory health care services,62199,all other ambulatory health care services,CES6562199001,65,65621990,1,S,"All employees, thousands, all other ambulatory health care services, seasonally adjusted",I,1990,M01,2025,M12,6,True,65621990,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
704,Blood and organ banks,621991,blood and organ banks,CES6562199101,65,65621991,1,S,"All employees, thousands, blood and organ banks, seasonally adjusted",I,1990,M01,2025,M12,7,True,65621991,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
705,All other miscellaneous ambulatory health care services,621999,all other miscellaneous ambulatory health care services,CES6562199901,65,65621999,1,S,"All employees, thousands, all other miscellaneous ambulatory health care services, seasonally adjusted",I,1990,M01,2025,M12,7,True,65621999,CES6562100001,parent_3digit,CES6562100001,Ambulatory health care services,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
706,Hospitals,622,hospitals,CES6562200001,65,65622000,1,S,"All employees, thousands, hospitals, seasonally adjusted",,1990,M01,2026,M01,4,True,65622000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
707,General medical and surgical hospitals,6221,general medical and surgical hospitals,CES6562210001,65,65622100,1,S,"All employees, thousands, general medical and surgical hospitals, seasonally adjusted",I,1958,M01,2025,M12,5,True,65622100,CES6562200001,parent_3digit,CES6562200001,Hospitals,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
708,Psychiatric and substance abuse hospitals,6222,psychiatric and substance abuse hospitals,CES6562220001,65,65622200,1,S,"All employees, thousands, psychiatric and substance abuse hospitals, seasonally adjusted",I,1990,M01,2025,M12,5,True,65622200,CES6562200001,parent_3digit,CES6562200001,Hospitals,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
709,"Specialty, except psychiatric and substance abuse, hospitals",6223,specialty except psychiatric and substance abuse hospitals,CES6562230001,65,65622300,1,S,"All employees, thousands, specialty, except psychiatric and substance abuse, hospitals, seasonally adjusted",I,1990,M01,2025,M12,5,True,65622300,CES6562200001,parent_3digit,CES6562200001,Hospitals,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
710,Nursing and residential care facilities,623,nursing and residential care facilities,CES6562300001,65,65623000,1,S,"All employees, thousands, nursing and residential care facilities, seasonally adjusted",,1990,M01,2026,M01,4,True,65623000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
711,Skilled nursing care facilities,6231,skilled nursing care facilities,CES6562310001,65,65623100,1,S,"All employees, thousands, skilled nursing care facilities, seasonally adjusted",,1990,M01,2026,M01,5,True,65623100,CES6562300001,parent_3digit,CES6562300001,Nursing and residential care facilities,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
712,"Residential intellectual and developmental disability, mental health, and substance abuse facilities",6232,residential intellectual and developmental disability mental health and substance abuse facilities,CES6562320001,65,65623200,1,S,"All employees, thousands, residential intellectual and developmental disability, mental health, and substance abuse facilities, seasonally adjusted",,1990,M01,2026,M01,5,True,65623200,CES6562300001,parent_3digit,CES6562300001,Nursing and residential care facilities,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
713,Residential intellectual and developmental disability facilities,62321,residential intellectual and developmental disability facilities,CES6562321001,65,65623210,1,S,"All employees, thousands, residential intellectual and developmental disability facilities, seasonally adjusted",I,1990,M01,2025,M12,6,True,65623210,CES6562300001,parent_3digit,CES6562300001,Nursing and residential care facilities,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
714,Residential mental health and substance abuse facilities,62322,residential mental health and substance abuse facilities,CES6562322001,65,65623220,1,S,"All employees, thousands, residential mental health and substance abuse facilities, seasonally adjusted",I,1990,M01,2025,M12,6,True,65623220,CES6562300001,parent_3digit,CES6562300001,Nursing and residential care facilities,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
715,Continuing care retirement communities and assisted living facilities for the elderly,6233,continuing care retirement communities and assisted living facilities for the elderly,CES6562330001,65,65623300,1,S,"All employees, thousands, continuing care retirement communities and assisted living facilities for the elderly, seasonally adjusted",,1990,M01,2026,M01,5,True,65623300,CES6562300001,parent_3digit,CES6562300001,Nursing and residential care facilities,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
716,Continuing care retirement communities,623311,continuing care retirement communities,CES6562331101,65,65623311,1,S,"All employees, thousands, continuing care retirement communities, seasonally adjusted",I,1990,M01,2025,M12,7,True,65623311,CES6562300001,parent_3digit,CES6562300001,Nursing and residential care facilities,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
717,Assisted living facilities for the elderly,623312,assisted living facilities for the elderly,CES6562331201,65,65623312,1,S,"All employees, thousands, assisted living facilities for the elderly, seasonally adjusted",I,1990,M01,2025,M12,7,True,65623312,CES6562300001,parent_3digit,CES6562300001,Nursing and residential care facilities,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
718,Other residential care facilities,6239,other residential care facilities,CES6562390001,65,65623900,1,S,"All employees, thousands, other residential care facilities, seasonally adjusted",,1990,M01,2026,M01,5,True,65623900,CES6562300001,parent_3digit,CES6562300001,Nursing and residential care facilities,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
719,Social assistance,624,social assistance,CES6562400001,65,65624000,1,S,"All employees, thousands, social assistance, seasonally adjusted",,1990,M01,2026,M01,4,True,65624000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
720,Individual and family services,6241,individual and family services,CES6562410001,65,65624100,1,S,"All employees, thousands, individual and family services, seasonally adjusted",,1990,M01,2026,M01,5,True,65624100,CES6562400001,parent_3digit,CES6562400001,Social assistance,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
721,Child and youth services,62411,child and youth services,CES6562411001,65,65624110,1,S,"All employees, thousands, child and youth services, seasonally adjusted",I,1990,M01,2025,M12,6,True,65624110,CES6562400001,parent_3digit,CES6562400001,Social assistance,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
722,Services for the elderly and persons with disabilities,62412,services for the elderly and persons with disabilities,CES6562412001,65,65624120,1,S,"All employees, thousands, services for the elderly and persons with disabilities, seasonally adjusted",I,1990,M01,2025,M12,6,True,65624120,CES6562400001,parent_3digit,CES6562400001,Social assistance,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
723,Other individual and family services,62419,other individual and family services,CES6562419001,65,65624190,1,S,"All employees, thousands, other individual and family services, seasonally adjusted",I,1990,M01,2025,M12,6,True,65624190,CES6562400001,parent_3digit,CES6562400001,Social assistance,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
724,"Community food and housing, and emergency and other relief services",6242,community food and housing and emergency and other relief services,CES6562420001,65,65624200,1,S,"All employees, thousands, community food and housing, and emergency and other relief services, seasonally adjusted",,1990,M01,2026,M01,5,True,65624200,CES6562400001,parent_3digit,CES6562400001,Social assistance,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
725,Community food services,62421,community food services,CES6562421001,65,65624210,1,S,"All employees, thousands, community food services, seasonally adjusted",I,1990,M01,2025,M12,6,True,65624210,CES6562400001,parent_3digit,CES6562400001,Social assistance,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
726,"Community housing, emergency, and relief services","62422,3",community housing emergency and relief services,CES6562423001,65,65624230,1,S,"All employees, thousands, community housing, emergency, and relief services, seasonally adjusted",I,1990,M01,2025,M12,6,True,65624230,CES6562400001,parent_3digit,CES6562400001,Social assistance,CES6562000001,Health care and social assistance,CES6500000001,Private education and health services,CES0700000001,Service-providing,CES0500000001,Total private
